row_id,attacker_model,dataset,attack_type,victim_model,attack_method,similarity,clean_similarity,threshold,breach,impact
17,Facenet512,vggface2_pairs,impersonation_attack,Facenet512,ATT,0.7459769279406483,-0.0131816901266574,0.35762,1,0.7591586180673057
19,Facenet512,vggface2_pairs,impersonation_attack,Facenet512,ATT,0.2611350500872405,0.0531447790563106,0.35762,0,0.20799027103092987
21,Facenet512,vggface2_pairs,impersonation_attack,Facenet512,ATT,0.228893260752683,-0.2023607045412063,0.35762,0,0.43125396529388926
6,Facenet512,lfw_pairs,dodging_attack,Facenet512,ATT,0.0367320095469223,0.7516776323318481,0.306555,1,0.7149456227849258
9,Facenet512,lfw_pairs,dodging_attack,Facenet512,ATT,0.5891906860958698,0.8218121528625488,0.306555,0,0.23262146676667905
15,Facenet512,lfw_pairs,dodging_attack,Facenet512,ATT,-0.0368205540437319,0.6876072287559509,0.306555,1,0.7244277827996828
16,Facenet512,lfw_pairs,dodging_attack,Facenet512,ATT,0.5207877829811551,0.7765311598777771,0.306555,0,0.25574337689662197
23,Facenet512,lfw_pairs,dodging_attack,Facenet512,ATT,0.2457746305205365,0.7583963871002197,0.306555,1,0.5126217565796832
18,Facenet512,celeba_pairs,dodging_attack,Facenet512,ATT,0.0351973963788169,0.7128064632415771,0.293804,1,0.6776090668627602
27,Facenet512,celeba_pairs,dodging_attack,Facenet512,ATT,0.1453418900555424,0.8734109401702881,0.293804,1,0.7280690501147457
28,Facenet512,celeba_pairs,dodging_attack,Facenet512,ATT,0.4443753679555647,0.7959234714508057,0.293804,0,0.35154810349524096
30,Facenet512,celeba_pairs,dodging_attack,Facenet512,ATT,-0.0014270794670644,0.7042645215988159,0.293804,1,0.7056916010658804
33,Facenet512,celeba_pairs,dodging_attack,Facenet512,ATT,0.5950955347659036,0.9276920557022096,0.293804,0,0.332596520936306
1,Facenet512,vggface2_pairs,dodging_attack,Facenet512,ATT,0.1480252998052217,0.822794497013092,0.35762,1,0.6747691972078703
4,Facenet512,vggface2_pairs,dodging_attack,Facenet512,ATT,-0.2181677775776972,0.52094566822052,0.35762,1,0.7391134457982173
7,Facenet512,vggface2_pairs,dodging_attack,Facenet512,ATT,0.2428381099563767,0.6818405389785767,0.35762,1,0.4390024290222
