row_id,attacker_model,dataset,attack_type,victim_model,attack_method,similarity
5,GhostFaceNet,vggface2_pairs,impersonation_attack,GhostFaceNet,ATT,0.30711047052579793
17,GhostFaceNet,vggface2_pairs,impersonation_attack,GhostFaceNet,ATT,0.09983023222755073
19,GhostFaceNet,vggface2_pairs,impersonation_attack,GhostFaceNet,ATT,0.051487162505085185
21,GhostFaceNet,vggface2_pairs,impersonation_attack,GhostFaceNet,ATT,0.1761242440514636
6,GhostFaceNet,lfw_pairs,dodging_attack,GhostFaceNet,ATT,0.16982040943032087
9,GhostFaceNet,lfw_pairs,dodging_attack,GhostFaceNet,ATT,0.2661995172669697
15,GhostFaceNet,lfw_pairs,dodging_attack,GhostFaceNet,ATT,0.27460731370286573
16,GhostFaceNet,lfw_pairs,dodging_attack,GhostFaceNet,ATT,0.25173566417254967
23,GhostFaceNet,lfw_pairs,dodging_attack,GhostFaceNet,ATT,0.35812184952057996
18,GhostFaceNet,celeba_pairs,dodging_attack,GhostFaceNet,ATT,0.3026792670175862
27,GhostFaceNet,celeba_pairs,dodging_attack,GhostFaceNet,ATT,0.3909661495781701
28,GhostFaceNet,celeba_pairs,dodging_attack,GhostFaceNet,ATT,0.27864338630390273
30,GhostFaceNet,celeba_pairs,dodging_attack,GhostFaceNet,ATT,0.010674591632658345
33,GhostFaceNet,celeba_pairs,dodging_attack,GhostFaceNet,ATT,0.15540474314891842
1,GhostFaceNet,vggface2_pairs,dodging_attack,GhostFaceNet,ATT,0.18367426061585432
4,GhostFaceNet,vggface2_pairs,dodging_attack,GhostFaceNet,ATT,-0.0008201791533120078
7,GhostFaceNet,vggface2_pairs,dodging_attack,GhostFaceNet,ATT,0.2636701599099551
10,GhostFaceNet,vggface2_pairs,dodging_attack,GhostFaceNet,ATT,0.31434684535609375
11,GhostFaceNet,vggface2_pairs,dodging_attack,GhostFaceNet,ATT,0.1812500089392562
0,VGG-Face,lfw_pairs,impersonation_attack,GhostFaceNet,ATT,-0.07926707535560962
32,VGG-Face,lfw_pairs,impersonation_attack,GhostFaceNet,ATT,0.1415072407907079
48,VGG-Face,lfw_pairs,impersonation_attack,GhostFaceNet,ATT,0.08289701086466594
57,VGG-Face,lfw_pairs,impersonation_attack,GhostFaceNet,ATT,0.18965349867207396
60,VGG-Face,lfw_pairs,impersonation_attack,GhostFaceNet,ATT,0.06646884855675142
2,VGG-Face,celeba_pairs,impersonation_attack,GhostFaceNet,ATT,0.28440400619305384
8,VGG-Face,celeba_pairs,impersonation_attack,GhostFaceNet,ATT,0.11284224885461783
12,VGG-Face,celeba_pairs,impersonation_attack,GhostFaceNet,ATT,0.06177589098679638
26,VGG-Face,celeba_pairs,impersonation_attack,GhostFaceNet,ATT,0.13408225351964512
34,VGG-Face,celeba_pairs,impersonation_attack,GhostFaceNet,ATT,0.3301768884709072
3,VGG-Face,vggface2_pairs,impersonation_attack,GhostFaceNet,ATT,0.15979873108968223
5,VGG-Face,vggface2_pairs,impersonation_attack,GhostFaceNet,ATT,0.08681308891461416
17,VGG-Face,vggface2_pairs,impersonation_attack,GhostFaceNet,ATT,0.21140684428573028
19,VGG-Face,vggface2_pairs,impersonation_attack,GhostFaceNet,ATT,0.0966808491514776
21,VGG-Face,vggface2_pairs,impersonation_attack,GhostFaceNet,ATT,0.1857736630927159
6,VGG-Face,lfw_pairs,dodging_attack,GhostFaceNet,ATT,0.19428632165625903
9,VGG-Face,lfw_pairs,dodging_attack,GhostFaceNet,ATT,0.21101180226894886
15,VGG-Face,lfw_pairs,dodging_attack,GhostFaceNet,ATT,0.23032376038957642
16,VGG-Face,lfw_pairs,dodging_attack,GhostFaceNet,ATT,-0.05422589784016583
23,VGG-Face,lfw_pairs,dodging_attack,GhostFaceNet,ATT,0.24789042645959514
18,VGG-Face,celeba_pairs,dodging_attack,GhostFaceNet,ATT,0.2928500000292571
27,VGG-Face,celeba_pairs,dodging_attack,GhostFaceNet,ATT,0.3614527765540454
28,VGG-Face,celeba_pairs,dodging_attack,GhostFaceNet,ATT,0.2215473499889221
30,VGG-Face,celeba_pairs,dodging_attack,GhostFaceNet,ATT,0.24433299117787863
33,VGG-Face,celeba_pairs,dodging_attack,GhostFaceNet,ATT,0.17544366503154865
1,VGG-Face,vggface2_pairs,dodging_attack,GhostFaceNet,ATT,0.23856203891755898
4,VGG-Face,vggface2_pairs,dodging_attack,GhostFaceNet,ATT,0.011637329886466626
7,VGG-Face,vggface2_pairs,dodging_attack,GhostFaceNet,ATT,0.17297025701943528
10,VGG-Face,vggface2_pairs,dodging_attack,GhostFaceNet,ATT,0.27336429937337775
11,VGG-Face,vggface2_pairs,dodging_attack,GhostFaceNet,ATT,0.16666061465385246
0,ArcFace,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.3841955659695929
32,ArcFace,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.382089993116509
48,ArcFace,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.1635344937454033
57,ArcFace,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.3953690570323697
60,ArcFace,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.17949085290891853
2,ArcFace,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.27934680293775
8,ArcFace,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.22291741605728513
12,ArcFace,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.13545049581060434
26,ArcFace,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.07177416366929569
34,ArcFace,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.20304925568196727
3,ArcFace,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.14810289800660337
5,ArcFace,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.05569948081384776
17,ArcFace,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.27763873259512295
19,ArcFace,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.19342889116061673
21,ArcFace,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.09033188090023954
6,ArcFace,lfw_pairs,dodging_attack,VGG-Face,ATT,0.3520606793672325
9,ArcFace,lfw_pairs,dodging_attack,VGG-Face,ATT,0.42435331055968434
15,ArcFace,lfw_pairs,dodging_attack,VGG-Face,ATT,0.5278459193100098
16,ArcFace,lfw_pairs,dodging_attack,VGG-Face,ATT,0.39528722261249055
23,ArcFace,lfw_pairs,dodging_attack,VGG-Face,ATT,0.49663714359590083
18,ArcFace,celeba_pairs,dodging_attack,VGG-Face,ATT,0.3341791292477995
27,ArcFace,celeba_pairs,dodging_attack,VGG-Face,ATT,0.29357915256707495
28,ArcFace,celeba_pairs,dodging_attack,VGG-Face,ATT,0.6022605399413592
30,ArcFace,celeba_pairs,dodging_attack,VGG-Face,ATT,0.11469870461603107
33,ArcFace,celeba_pairs,dodging_attack,VGG-Face,ATT,0.5990322716055468
1,ArcFace,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.2346899517774743
4,ArcFace,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.2540364057525487
7,ArcFace,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.1896404662703715
10,ArcFace,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.37072882359509324
11,ArcFace,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.3807607891765078
0,Facenet512,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.3458195843867441
32,Facenet512,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.3313513867835471
48,Facenet512,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.17883559086298745
57,Facenet512,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.40515396006646853
60,Facenet512,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.2443518886057104
2,Facenet512,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.38899978218311754
8,Facenet512,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.24294126378171962
12,Facenet512,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.18536295549166906
26,Facenet512,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.06920450229387627
34,Facenet512,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.28659463090568876
3,Facenet512,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.12360645713213517
5,Facenet512,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.0977573097568715
17,Facenet512,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.3291948753309961
19,Facenet512,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.2578425826534357
21,Facenet512,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.08437707247607316
6,Facenet512,lfw_pairs,dodging_attack,VGG-Face,ATT,0.2954477888811019
9,Facenet512,lfw_pairs,dodging_attack,VGG-Face,ATT,0.29287761761468223
15,Facenet512,lfw_pairs,dodging_attack,VGG-Face,ATT,0.34331566763007365
16,Facenet512,lfw_pairs,dodging_attack,VGG-Face,ATT,0.341325214076747
23,Facenet512,lfw_pairs,dodging_attack,VGG-Face,ATT,0.44640208815007865
18,Facenet512,celeba_pairs,dodging_attack,VGG-Face,ATT,0.18428705784904575
27,Facenet512,celeba_pairs,dodging_attack,VGG-Face,ATT,0.19830824437451047
28,Facenet512,celeba_pairs,dodging_attack,VGG-Face,ATT,0.44823565190402387
30,Facenet512,celeba_pairs,dodging_attack,VGG-Face,ATT,0.05691070418644392
33,Facenet512,celeba_pairs,dodging_attack,VGG-Face,ATT,0.5513425318423425
1,Facenet512,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.24403394387053984
4,Facenet512,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.24209136653606025
7,Facenet512,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.1271211528764505
10,Facenet512,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.3496582861814377
11,Facenet512,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.23232100547654785
0,GhostFaceNet,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.22496571287888092
32,GhostFaceNet,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.2565057932369863
48,GhostFaceNet,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.08953978704338195
57,GhostFaceNet,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.27107561979739486
60,GhostFaceNet,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.09756156782305862
2,GhostFaceNet,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.19016831991490335
8,GhostFaceNet,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.16109452025737164
12,GhostFaceNet,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.09755144030923174
26,GhostFaceNet,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.04700417180109114
34,GhostFaceNet,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.2202528320688448
3,GhostFaceNet,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.11069869041742081
5,GhostFaceNet,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.08014900184355844
17,GhostFaceNet,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.16002955715976655
19,GhostFaceNet,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.1294801534686929
21,GhostFaceNet,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.07822795743564473
6,GhostFaceNet,lfw_pairs,dodging_attack,VGG-Face,ATT,0.5535487866927166
9,GhostFaceNet,lfw_pairs,dodging_attack,VGG-Face,ATT,0.4643473962617913
15,GhostFaceNet,lfw_pairs,dodging_attack,VGG-Face,ATT,0.513972542572344
16,GhostFaceNet,lfw_pairs,dodging_attack,VGG-Face,ATT,0.434462641821536
23,GhostFaceNet,lfw_pairs,dodging_attack,VGG-Face,ATT,0.5650560941804816
18,GhostFaceNet,celeba_pairs,dodging_attack,VGG-Face,ATT,0.3512436619927153
27,GhostFaceNet,celeba_pairs,dodging_attack,VGG-Face,ATT,0.2800776929813762
28,GhostFaceNet,celeba_pairs,dodging_attack,VGG-Face,ATT,0.5554299723658587
30,GhostFaceNet,celeba_pairs,dodging_attack,VGG-Face,ATT,0.10910411168937546
33,GhostFaceNet,celeba_pairs,dodging_attack,VGG-Face,ATT,0.6843468782164999
1,GhostFaceNet,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.36688709959719923
4,GhostFaceNet,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.25041298563879844
7,GhostFaceNet,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.2520767973521601
10,GhostFaceNet,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.5665482014640489
11,GhostFaceNet,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.36002452115547123
0,VGG-Face,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.6849028496571344
32,VGG-Face,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.7006870631943384
48,VGG-Face,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.3656032997218318
57,VGG-Face,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.5603412034697559
60,VGG-Face,lfw_pairs,impersonation_attack,VGG-Face,ATT,0.6024953804098234
2,VGG-Face,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.5986496317337646
8,VGG-Face,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.6494657517459653
12,VGG-Face,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.3880012638767786
26,VGG-Face,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.21598338739546366
34,VGG-Face,celeba_pairs,impersonation_attack,VGG-Face,ATT,0.7117647263490273
3,VGG-Face,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.48327858357491643
5,VGG-Face,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.32813566125420185
17,VGG-Face,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.6606835100143864
19,VGG-Face,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.5560153579862007
21,VGG-Face,vggface2_pairs,impersonation_attack,VGG-Face,ATT,0.33815924015225557
6,VGG-Face,lfw_pairs,dodging_attack,VGG-Face,ATT,0.049952699973560485
9,VGG-Face,lfw_pairs,dodging_attack,VGG-Face,ATT,0.10119344641171167
15,VGG-Face,lfw_pairs,dodging_attack,VGG-Face,ATT,0.039529435365491666
16,VGG-Face,lfw_pairs,dodging_attack,VGG-Face,ATT,0.059183532296627796
23,VGG-Face,lfw_pairs,dodging_attack,VGG-Face,ATT,0.15148809055942397
18,VGG-Face,celeba_pairs,dodging_attack,VGG-Face,ATT,0.0367550548199045
27,VGG-Face,celeba_pairs,dodging_attack,VGG-Face,ATT,0.022383995591853688
28,VGG-Face,celeba_pairs,dodging_attack,VGG-Face,ATT,0.08522234535635352
30,VGG-Face,celeba_pairs,dodging_attack,VGG-Face,ATT,0.004739560145599657
33,VGG-Face,celeba_pairs,dodging_attack,VGG-Face,ATT,0.13613617535944353
1,VGG-Face,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.03867262281219219
4,VGG-Face,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.055955562958372534
7,VGG-Face,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.026649279894745196
10,VGG-Face,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.06640743719388048
11,VGG-Face,vggface2_pairs,dodging_attack,VGG-Face,ATT,0.04848230046551226
